F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,prob1,prob2,classLabel
10,11,11,11,240,270,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,29,10,10,10,10,11,10,10.11,13,265,11,10,10.33,10.07,10.33,10,10,10,0.19666427,0.8033703,Bug
10,11,11,11,245,3827,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,21,21,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19293478,0.80707926,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19672236,0.8031583,NoBug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.34E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.28E-05,Bug
10,11,11,11,226,7514,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,30,31,10,10,10,10,11,10,10.1,265,265,11,10,10,10,10,10,10,10,0.19666427,0.8033703,Bug
10,11,11,11,237,8851,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,23,23,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.9979602,0.00210747,Bug
10,11,11,11,301,1020,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,22,22,10,10,10,10,11,10,10,22,248,11,10,10.08,10.05,10,10,10,10,0.18525362,0.81469166,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.30972058,0.6912681,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19651207,0.8037858,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19571152,0.80401546,NoBug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.09E-07,Bug
10,11,11,11,240,270,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,29,10,10,10,10,11,10,10.11,13,265,11,10,10.33,10.07,10.33,10,10,10,0.1882149,0.8118327,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19795004,0.8020115,Bug
10,11,29,11,774,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,22,169,10.83,10.25,10.08,10.01,10,10,10,10,0.20372033,0.7963379,NoBug
0,1,1,1,222,19564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,0.9985737,0.00140178,NoBug
10,11,11,11,325,1538,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19026366,0.8094211,Bug
0,1,1,1,235,3817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.09E-04,Bug
0,1,49,1,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,24,49,0.67,0.08,0.67,0.04,0,0,0,0,0.9783139,2.17E-02,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,2.98E-08,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19666427,0.8033703,Bug
10,11,11,11,285,535,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,26,10,10,10,10,11,10,10.19,12,265,11,10,10.5,10.05,10,10,10,10,0.20372033,0.7963379,NoBug
10,11,11,11,309,2188,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,12,248,11,10,10.5,10.05,10,10,10,10,0.19756952,0.8024992,NoBug
0,1,19,1,764,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12,159,0.83,0.25,0.08,0.01,0,0,0,0,1.00E+00,5.25E-06,NoBug
0,2,57,1,45,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,1,0,0.44,255,246,0.96,0.01,0,0,0,0,0,0,1.00E+00,8.94E-08,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,2.12E-06,NoBug
1,1,19,1,3170,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,54,39,0.72,0.11,0.02,0,0.02,0,0.09,0.13,0.9670522,0.03273192,Bug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,1.00E+00,1.29E-04,NoBug
10,12,67,11,53,117,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,15,10,10,10,10,11,10,10.4,265,248,10.93,10.01,10,10,10,10,10,10,0.1961141,0.8028915,Bug
0,2,57,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,10,3,0.3,0.3,0.3,0,0,0,0,0,9.99E-01,5.52E-04,NoBug
0,1,1,1,222,19564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,0.996159,0.00392613,Bug
0,1,1,1,307,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,9.24E-07,NoBug
10,11,59,11,35205,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,10,10,10,10,11,10,10,102,54,10.43,10.07,10.43,10.05,10,10,10,10,0.07930094,0.9208267,Bug
0,1,1,1,313,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,255,1,0,1,0.01,0,0,0,0,1.00E+00,9.60E-06,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19715545,0.80269784,NoBug
1,1,19,1,3170,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,54,39,0.72,0.11,0.02,0,0.02,0,0.09,0.13,1.00E+00,1.25E-04,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19401994,0.8058652,Bug
11,11,29,11,1635,387,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,18,170,10.88,10.25,10.12,10.02,10,10,10,10,0.18624008,0.8132745,NoBug
28,1,50,1,859,2586,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,40,4,0.1,0.43,0.03,0,0.03,0,0,0,0.8629543,0.14079165,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.19E-07,Bug
10,11,59,11,262,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,19,48,10.33,10.22,10.33,10.08,10,10,10.11,10,0.03057849,0.9694439,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,71,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,5.96E-08,Bug
0,1,1,1,315,1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.33E-05,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,1.49E-07,NoBug
0,1,1,1,222,19564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,1.00E+00,4.25E-04,NoBug
10,11,11,11,250,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,61,61,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20442286,0.79546654,NoBug
10,11,11,11,325,1538,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19401994,0.8058652,Bug
10,11,11,11,244,14507,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,34,10,10,10,10,11,10,10.12,265,265,11,10,10,10,10,10,10,10,0.19261757,0.8076817,NoBug
10,11,11,11,232,19574,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,32,33,10,10,10,10,11,10,10.09,265,265,11,10,10,10,10,10,10,10,0.19984597,0.8001462,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20372033,0.7963379,NoBug
1,1,19,1,1661,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,172,126,0.37,0.04,0.01,0.02,0.01,0,0.02,0.02,1.00E+00,3.88E-05,NoBug
0,1,1,1,291,3542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,187,255,1,0,0.01,0.01,0,0,0,0,1.00E+00,1.28E-04,NoBug
10,11,11,11,247,685,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,51,51,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20372033,0.7963379,NoBug
0,1,19,1,559,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,84,176,0.75,0.08,0.01,0.01,0.01,0.01,0.08,0.05,1.00E+00,1.79E-07,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,NoBug
10,11,11,11,254,678,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,17,17,10,10,10,10,11,10,10,48,265,11,10,10.03,10.01,10,10,10,10,0.19261757,0.8076817,NoBug
0,1,1,1,235,3817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,2.89E-04,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,262,10.99,10.01,10,10,10,10,10,10,0.20442286,0.79546654,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.09E-07,NoBug
10,11,29,11,774,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,22,169,10.83,10.25,10.08,10.01,10,10,10,10,0.20377943,0.794184,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20103988,0.7987153,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20283371,0.7970679,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,263,10.99,10.01,10.01,10,10,10,10,10,0.18958783,0.8102337,NoBug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.1961141,0.8028915,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.19E-07,Bug
0,1,1,1,247,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,1,0,0.12,53,255,1,0,0.02,0.01,0,0,0,0,1,0,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,6.26E-07,NoBug
0,1,1,1,249,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,Bug
10,11,11,11,242,2377,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19715545,0.80269784,NoBug
0,1,1,1,237,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,8.94E-08,NoBug
10,11,11,11,254,678,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,17,17,10,10,10,10,11,10,10,48,265,11,10,10.03,10.01,10,10,10,10,0.99248827,0.00964853,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19756952,0.8024992,NoBug
11,11,29,11,1635,387,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,18,170,10.88,10.25,10.12,10.02,10,10,10,10,0.1961141,0.8028915,Bug
10,11,59,11,625,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,10,10,10,10,10.5,11,10,184,66,10.32,10.03,10.32,10,10,10,10,10,0.18958783,0.8102337,NoBug
10,11,59,11,8335,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,10,10,10,11,10,10,113,64,10.49,10.06,10.49,10.04,10,10,10,10,0.19026366,0.8094211,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,6.85E-07,NoBug
0,1,1,1,244,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,38,255,1,0,0.03,0.01,0,0,0,0,1,0,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,265,11,10,10.01,10,10,10,10,10,0.9939649,0.00599942,Bug
10,11,11,11,245,3827,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,21,21,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.99775064,0.00205898,Bug
10,11,11,11,232,19574,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,32,33,10,10,10,10,11,10,10.09,265,265,11,10,10,10,10,10,10,10,0.20103988,0.7987153,Bug
0,1,1,1,227,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1,0,NoBug
20,1,50,1,232,765,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.5,1,0,179,48,0.27,0.04,0.01,0,0.01,0.02,0.02,0,1.00E+00,1.24E-04,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19033524,0.8099015,Bug
10,11,11,11,253,2221,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,31,31,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19230813,0.8077303,NoBug
11,11,29,11,1155,339,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,14,170,10.75,10.5,10.25,10.02,10,10,10,10,0.19033524,0.8099015,Bug
0,1,1,1,245,4199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.72E-05,NoBug
0,1,1,1,249,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,0.9999999,0,NoBug
0,1,49,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,9,38,0.33,0.22,0.33,0.08,0,0,0.11,0,0.5796456,0.42304277,NoBug
0,1,19,1,559,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,84,176,0.75,0.08,0.01,0.01,0.01,0.01,0.08,0.05,1.00E+00,3.28E-07,NoBug
0,2,57,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,10,3,0.3,0.3,0.3,0,0,0,0,0,0.9999999,0.00E+00,NoBug
10,11,11,11,325,1538,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,14,14,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19672236,0.8031583,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.18958783,0.8102337,NoBug
10,11,11,11,322,687,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,19,47,10,10,10,10,11,10,10.11,32,265,11,10,10.05,10.04,10,10,10,10,0.19756952,0.8024992,NoBug
0,1,19,1,559,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,84,176,0.75,0.08,0.01,0.01,0.01,0.01,0.08,0.05,1.00E+00,8.94E-08,NoBug
0,1,1,1,245,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,1,0,0.09,62,255,1,0,0.02,0.01,0,0,0,0,1,0,Bug
0,1,1,1,223,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,7.24E-06,Bug
10,11,11,11,245,3827,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,21,21,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19401994,0.8058652,Bug
11,11,29,11,1635,387,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,12,10,10,10,10,11,10,11,18,170,10.88,10.25,10.12,10.02,10,10,10,10,0.18525362,0.81469166,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,1.79E-07,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.9939649,0.00599942,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,1.00E+00,1.42E-05,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,2.62E-06,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1.00E+00,5.96E-08,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,263,10.99,10.01,10.01,10,10,10,10,10,0.9415418,0.06151122,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,1.00E+00,8.40E-05,Bug
10,11,11,11,255,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,41,45,10,10,10,10,11,10,10.09,72,265,11,10,10.02,10.01,10,10,10,10,0.20283371,0.7970679,NoBug
1,1,19,1,1625,377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,8,160,0.88,0.25,0.12,0.02,0,0,0,0,1.00E+00,2.17E-04,Bug
10,12,67,11,53,117,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,15,10,10,10,10,11,10,10.4,265,248,10.93,10.01,10,10,10,10,10,10,0.30395487,0.6969582,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,1,0.00E+00,Bug
10,11,11,11,259,208,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,33,33,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.9899316,0.0100638,Bug
10,11,11,11,242,2377,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.19026366,0.8094211,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20298883,0.7961376,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,4.41E-05,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,8.94E-08,NoBug
10,11,11,11,245,3827,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,21,21,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.99786365,0.00220665,Bug
10,11,29,11,569,346,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,94,186,10.75,10.08,10.01,10.01,10.01,10.01,10.08,10.05,0.19527504,0.8046324,Bug
1,1,19,1,1018,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,112,1,0,1,0.02,0,0,0,0,1.00E+00,2.59E-06,Bug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10.01,10,10,10,10,10,0.19026366,0.8094211,Bug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,8.31E-06,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.19293478,0.80707926,NoBug
0,1,1,1,237,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1.00E+00,1.56E-05,NoBug
10,12,34,11,115,156,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,265,264,11,10.01,10,10,10,10,10,10,0.20103988,0.7987153,Bug
10,11,11,11,237,192,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.18750364,0.8122121,Bug
0,1,1,1,230,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,0.11,3,255,1,0,0.33,0.07,0.33,0,0,0,1,0,NoBug
10,11,11,11,307,13797,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,12,10,10,10,10,11,10,10,187,265,11,10,10.01,10.01,10,10,10,10,0.21108794,0.787574,Bug
10,11,11,11,250,2182,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,69,69,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20283371,0.7970679,NoBug
10,11,11,11,250,672,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,61,61,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.18624008,0.8132745,NoBug
11,11,29,11,1671,340,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,13,10,10,10,10,11,10,11,182,136,10.37,10.04,10.01,10.02,10.01,10,10.02,10.02,0.17521924,0.82486105,Bug
0,2,57,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,10,3,0.3,0.3,0.3,0,0,0,0,0,1.00E+00,3.06E-05,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1.00E+00,8.31E-06,NoBug
0,2,24,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1.00E+00,1.82E-06,Bug
0,1,1,1,247,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,1,0,0.12,53,255,1,0,0.02,0.01,0,0,0,0,1,0,Bug
10,11,11,11,246,3675,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,41,41,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.20231879,0.7976181,Bug
10,11,11,11,242,2377,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,11,10,10,265,265,11,10,10,10,10,10,10,10,0.18958783,0.8102337,NoBug
